journal,value
Journal of Global Ethics,0
Journal of Global Fashion Marketing,0
Journal of Global Faultlines,0
Journal of Global History,0
Journal of Global Information Management,1
Journal of Global Information Technology Management,1
Journal of Global Innovations in Agricultural Sciences,0
Journal of Global Marketing,0
Journal of Global Mobility,0
Journal of Global Operations and Strategic Sourcing,0
Journal of Global Optimization,0
Journal of Global Postcolonial Studies,0
Journal of Global Responsibility,0
Journal of Global Scholars of Marketing Science: Bridging Asia and the World,0
Journal of Global Security Studies,0
Journal of Global Slavery,0
Journal of Global South Studies,0
Journal of Global Sport Management,0
Journal of Globalization and Development,0
Journal of Globalization Studies,0
Journal of Governance and Regulation,1
Journal of Government and Economics,1
Journal of Governmental and Nonprofit Accounting,0
Journal of Graduate Medical Education,0
Journal of Graph Algorithms and Applications,0
Journal of Graph Theory,0
Journal of Graphic Engineering and Design,0
Journal of Graphic Novels and Comics,0
Journal of Greek Linguistics,0
Journal of Greek Media and Culture,0
Journal of Green Building,0
Journal of Grey System,0
Journal of Grid Computing,0
Journal of Groundwater Hydrology,0
Journal of Group Theory,0
Journal of Groups in Addiction and Recovery,0
"Journal of Guidance, Control, and Dynamics",0
Journal of Happiness Studies,0
Journal of Harbin Institute of Technology (New Series),0
Journal of Health and Human Services Administration,1
Journal of Health and Social Behavior,1
Journal of Health and Social Sciences,1
Journal of Health Care Chaplaincy,0
Journal of Health Communication,1
Journal of Health Management,1
Journal of Health Organization and Management,1
Journal of Health Psychology,0
Journal of Health Sciences and Surveillance System,0
Journal of Health System Research,1
Journal of Healthcare Engineering,1
Journal of Healthcare Informatics Research,1
Journal of Healthcare Leadership,1
Journal of Healthcare Management,1
Journal of Heat and Mass Transfer Research,0
Journal of Heat Transfer,0
Journal of Hellenic Studies,0
Journal of Heritage Tourism,0
Journal of Heuristics,1
Journal of High Speed Networks,0
Journal of High Technology Management Research,1
Journal of Higher Education,0
Journal of Higher Education Outreach and Engagement,0
Journal of Higher Education Policy and Leadership Studies,0
Journal of Higher Education Policy and Management,0
Journal of Higher Education Theory and Practice,0
Journal of Hindu Studies,0
Journal of Hispanic Higher Education,0
Journal of Historical Geography,0
Journal of Historical Linguistics,0
Journal of Historical Network Research,0
Journal of Historical Political Economy,0
Journal of Historical Pragmatics,0
Journal of Historical Research in Marketing,0
Journal of Historical Research in Music Education,0
Journal of Historical Sociolinguistics,0
Journal of Historical Sociology,0
Journal of Historical Syntax,0
Journal of History,0
Journal of HIV/AIDS and Social Services,0
Journal of Holocaust Research,0
Journal of Holy Land and Palestine Studies,0
Journal of Home Economics Research,0
Journal of Homeland Security and Emergency Management,0
Journal of Homotopy and Related Structures,0
Journal of Hospital Librarianship,0
Journal of Hospital Management and Health Policy,1
Journal of Hospital Marketing and Public Relations,0
Journal of Hospitality and Tourism Cases,0
Journal of Hospitality and Tourism Education,0
Journal of Hospitality and Tourism Insights,0
Journal of Hospitality and Tourism Management,0
Journal of Hospitality and Tourism Research,0
Journal of Hospitality and Tourism Technology,0
Journal of Hospitality Financial Management,0
Journal of Hospitality Marketing and Management,0
"Journal of Hospitality, Leisure, Sport and Tourism Education",0
Journal of Housing and the Built Environment,0
Journal of Housing Economics,0
Journal of Housing for the Elderly,0
Journal of Housing Research,0
Journal of Human Behavior in the Social Environment,1
Journal of Human Capital,1
Journal of Human Development and Capabilities,1
Journal of Human Ecology,0
Journal of Human Evolution,0
Journal of Human Growth and Development,0
Journal of Human Resources,1
Journal of Human Resources in Hospitality and Tourism,0
Journal of Human Rights,0
Journal of Human Rights and Social Work,0
Journal of Human Rights and the Environment,0
Journal of Human Rights Practice,0
"Journal of Human Rights, Culture and Legal System",0
Journal of Human Security,0
Journal of Human Trafficking,0
Journal of Human Values,0
"Journal of Human, Earth, and Future",0
Journal of Humanistic Counseling,0
"Journal of Humanistic Counseling, Education and Development",0
Journal of Humanistic Psychology,0
Journal of Humanitarian Logistics and Supply Chain Management,1
Journal of Hunger and Environmental Nutrition,0
Journal of Huntington's Disease,0
Journal of Hydrodynamics,0
Journal of Hydro-Environment Research,0
Journal of Hydroinformatics,0
Journal of Hydrology and Hydromechanics,0
Journal of Hygienic Engineering and Design,0
Journal of Hyperbolic Differential Equations,0
Journal of Iberian and Latin American Research,0
Journal of Iberian and Latin American Studies,0
Journal of ICT Research and Applications,1
Journal of ICT Standardization,1
Journal of Illicit Economies and Development,0
Journal of Image and Graphics (United Kingdom),0
Journal of Imagery Research in Sport and Physical Activity,0
Journal of Imaging,0
Journal of Imaging Informatics in Medicine,0
Journal of Imaging Science and Technology,0
Journal of Immersion and Content-Based Language Education,0
Journal of Immigrant and Refugee Studies,0
Journal of Imperial and Commonwealth History,0
Journal of Income Distribution,0
Journal of Indentureship and its Legacies,0
Journal of Index Investing,0
Journal of Indian Business Research,0
Journal of Indian Council of Philosophical Research,0
Journal of Indian Library Association,0
Journal of Indian Ocean World Studies,0
Journal of Indian Philosophy,0
Journal of Individual Differences,0
Journal of Indo-European Studies,0
Journal of Indonesian Economy and Business,0
Journal of Indonesian Islam,0
Journal of Indonesian Legal Studies,0
Journal of Industrial and Business Economics,0
Journal of Industrial and Management Optimization,0
Journal of Industrial and Production Engineering,0
Journal of Industrial Ecology,0
Journal of Industrial Economics,0
Journal of Industrial Engineering and Engineering Management,1
Journal of Industrial Engineering and Management,1
Journal of Industrial Engineering International,1
Journal of Industrial Information Integration,1
Journal of Industrial Integration and Management,1
Journal of Industrial Organization Education,0
Journal of Industrial Pollution Control,0
Journal of Industrial Relations,0
Journal of Industrial Technology,1
Journal of Industrial Textiles,0
"Journal of Industry, Competition and Trade",0
Journal of Inequalities and Applications,0
Journal of Inequalities and Special Functions,0
"Journal of Infant, Child, and Adolescent Psychotherapy",0
Journal of Information and Communication Convergence Engineering,1
Journal of Information and Communication Technology,1
Journal of Information and Computational Science,1
Journal of Information and Knowledge Management,1
Journal of Information and Organizational Sciences,1
Journal of Information and Telecommunication,1
Journal of Information Display,0
Journal of Information Ethics,0
Journal of Information Hiding and Multimedia Signal Processing,0
Journal of Information Literacy,0
Journal of Information Policy,0
Journal of Information Processing,1
Journal of Information Processing Systems,1
Journal of Information Science,1
Journal of Information Science and Engineering,1
Journal of Information Science Theory and Practice,1
Journal of Information Security and Applications,1
Journal of Information Systems,1
Journal of Information Systems and Telecommunication,1
Journal of Information Systems Education,0
Journal of Information Systems Engineering and Business Intelligence,1
Journal of Information Systems Engineering and Management,1
Journal of Information Systems Security,1
Journal of Information Technology and Politics,0
Journal of Information Technology Case and Application Research,1
Journal of Information Technology Education: Discussion Cases,0
Journal of Information Technology Education: Innovations in Practice,0
Journal of Information Technology Education: Research,0
Journal of Information Technology in Construction,0
Journal of Information Technology Research,1
Journal of Information Technology Teaching Cases,0
"Journal of Information, Communication and Ethics in Society",1
"Journal of Information, Information Technology, and Organizations",1
Journal of Informetrics,1
"Journal of Infrared, Millimeter, and Terahertz Waves",0
Journal of Infrastructure Intelligence and Resilience,0
Journal of Infrastructure Preservation and Resilience,0
"Journal of Infrastructure, Policy and Development",0
Journal of Inklings Studies,0
Journal of Innovation and Entrepreneurship,0
Journal of Innovation and Knowledge,1
Journal of Innovation Economics and Management,1
Journal of Innovation in Health Informatics,0
Journal of Innovation Management,1
Journal of Innovative Optical Health Sciences,0
Journal of Insect Biotechnology and Sericology,0
"Journal of Institute of Control, Robotics and Systems",1
Journal of Institutional and Theoretical Economics,0
Journal of Institutional Economics,0
Journal of Institutional Research South East Asia,0
Journal of Instruction-Level Parallelism,0
Journal of Instrumentation,0
Journal of Integer Sequences,0
Journal of Integral Equations and Applications,0
Journal of Integral Theory and Practice,0
Journal of Integrated Circuits and Systems,0
Journal of Integrated Coastal Zone Management,0
Journal of Integrated Design and Process Science,0
Journal of Integrated Disaster Risk Management,0
Journal of Integrated Science and Technology,0
Journal of Integrative Neuroscience,0
Journal of Intellectual and Developmental Disability,0
Journal of Intellectual Capital,0
Journal of Intellectual Disabilities and Offending Behaviour,0
Journal of Intellectual Disability - Diagnosis and Treatment,0
Journal of Intellectual Disability Research,0
Journal of Intellectual Property,0
Journal of Intellectual Property Law and Practice,0
Journal of Intellectual Property Rights,0
"Journal of Intellectual Property, Information Technology and E-Commerce Law",0
Journal of Intelligence,0
Journal of Intelligence History,0
Journal of Intelligence Studies in Business,0
Journal of Intelligent and Connected Vehicles,1
